,end_of_date,cu_weakside,cu_strongside,disc_win_base_rate,hibor_overnight,hibor_fixing_1m,twi,opening_balance,closing_balance,market_activities,interest_payment,discount_window_reversal,discount_window_activities,intraday_movements_of_aggregate_balance_at_0930,intraday_movements_of_aggregate_balance_at_1000,intraday_movements_of_aggregate_balance_at_1100,intraday_movements_of_aggregate_balance_at_1200,intraday_movements_of_aggregate_balance_at_1500,intraday_movements_of_aggregate_balance_at_1600,forex_trans_t1,other_market_activities_t1,reversal_of_discount_window_t1,interest_payment_issuance_efbn_t1,forecast_aggregate_bal_t1,forex_trans_t2,other_market_activities_t2,reversal_of_discount_window_t2,interest_payment_issuance_efbn_t2,forecast_aggregate_bal_t2,forex_trans_t3,other_market_activities_t3,reversal_of_discount_window_t3,interest_payment_issuance_efbn_t3,forecast_aggregate_bal_t3,forex_trans_t4,other_market_activities_t4,reversal_of_discount_window_t4,interest_payment_issuance_efbn_t4,forecast_aggregate_bal_t4,forex_trans_u,other_market_activities_u,reversal_of_discount_window_u,interest_payment_issuance_efbn_u,forecast_aggregate_bal_u
92,2025-07-14,7.85,7.75,4.75,0.18,1.14857,102.9,114497,101215,-13282,+0,-0,+0,149360,194115,245257,266938,275133.0,283930.0,+0,+0,-0,+0,101215,+0,+0,-0,+2,101216,+0,+0,-0,+0,101216,,,,,,+0,+0,-0,-310,100906
93,2025-07-11,7.85,7.75,4.75,0.07,1.08191,102.8,114497,114497,+0,+0,-0,+0,162056,206430,231791,268416,274349.0,277064.0,-13282,+0,-0,+0,101215,+0,+0,-0,+0,101215,+0,+0,-0,+2,101216,,,,,,+0,+0,-0,-310,100906
94,2025-07-10,7.85,7.75,4.75,0.06,1.03304,102.8,114497,114497,+0,+0,-0,+0,157563,200126,243866,266372,278167.0,283765.0,+0,+0,-0,+0,114497,-13282,+0,-0,+0,101215,+0,+0,-0,+0,101215,,,,,,+0,+0,-0,-309,100906
95,2025-07-09,7.85,7.75,4.75,0.06,1.10143,102.9,119209,114497,+0,-44,-4668,+0,176909,223433,256254,268740,281849.0,288324.0,+0,+0,-0,+0,114497,+0,+0,-0,+0,114497,+0,+0,-0,+0,114497,,,,,,+0,+0,-0,-309,114188
96,2025-07-08,7.85,7.75,4.75,0.03,1.07488,102.8,114541,119209,+0,+0,-0,+4668,154436,199607,240697,261782,270156.0,271704.0,+0,+0,-4668,-44,114497,+0,+0,-0,+0,114497,+0,+0,-0,+0,114497,,,,,,+0,+0,-0,-309,114188
97,2025-07-07,7.85,7.75,4.75,0.07,1.05446,102.8,144175,114541,-29634,+0,-0,+0,188903,236530,289914,299327,303458.0,292429.0,+0,+0,-0,+0,114541,+0,+0,-0,-95,114446,+0,+0,-0,+0,114446,,,,,,+0,+0,-0,-258,114188
98,2025-07-04,7.85,7.75,4.75,0.02,0.85875,102.6,144175,144175,+0,+0,-0,+0,160636,201083,207118,210038,211345.0,210333.0,-29634,+0,-0,+0,114541,+0,+0,-0,+0,114541,+0,+0,-0,-95,114446,,,,,,+0,+0,-0,-258,114188
99,2025-07-03,7.85,7.75,4.75,0.01,0.7125,102.5,164192,144175,-20018,+0,-0,+0,200354,246423,295032,309583,319757.0,320510.0,+0,+0,-0,+0,144175,-29634,+0,-0,+0,114541,+0,+0,-0,+0,114541,,,,,,+0,+0,-0,-353,114188
100,2025-07-02,7.85,7.75,4.75,0.02,0.72958,102.6,164098,164192,+0,+94,-0,+0,200056,251754,274625,296664,301576.0,308409.0,-20018,+0,-0,+0,144175,+0,+0,-0,+0,144175,+0,+0,-0,+0,144175,,,,,,+0,+0,-0,-353,143822
101,2025-06-30,7.85,7.75,4.75,0.01,0.72744,102.6,164098,164098,+0,+0,-0,+0,219834,271016,283912,291684,298390.0,299531.0,+0,+0,-0,+94,164192,-20018,+0,-0,+0,144175,+0,+0,-0,+0,144175,+0,+0,-0,+0,144175.0,+0,+0,-0,-353,143822
102,2025-06-27,7.85,7.75,4.75,0.02,0.83036,102.7,173518,164098,-9420,+0,-0,+0,215032,283589,298671,302912,322381.0,309275.0,+0,+0,-0,+0,164098,+0,+0,-0,+82,164181,+0,+0,-0,+0,164181,,,,,,+0,+0,-0,-341,163839
103,2025-06-26,7.85,7.75,4.75,0.03,0.96554,102.7,173518,173518,+0,+0,-0,+0,192162,236283,261026,274359,281515.0,278034.0,-9420,+0,-0,+0,164098,+0,+0,-0,+0,164098,+0,+0,-0,+82,164181,,,,,,+0,+0,-0,-341,163839
104,2025-06-25,7.85,7.75,4.75,0.01,0.90964,102.9,173464,173518,+0,+54,-0,+0,193696,231589,253317,272816,279220.0,283624.0,+0,+0,-0,+0,173518,-9420,+0,-0,+0,164098,+0,+0,-0,+0,164098,,,,,,+0,+0,-0,-259,163839
105,2025-06-24,7.85,7.75,4.75,0.01,0.74714,102.9,173464,173464,+0,+0,-0,+0,199042,238986,270235,272138,279634.0,284104.0,+0,+0,-0,+54,173518,+0,+0,-0,+0,173518,+0,+0,-0,+0,173518,,,,,,+0,+0,-0,-259,173259
106,2025-06-23,7.85,7.75,4.75,0.01,0.68363,103.3,173464,173464,+0,+0,-0,+0,196653,240084,259532,265367,275610.0,279569.0,+0,+0,-0,+0,173464,+0,+0,-0,+23,173487,+0,+0,-0,+0,173487,,,,,,+0,+0,-0,-228,173259
107,2025-06-20,7.85,7.75,4.75,0.01,0.52845,103.2,173464,173464,+0,+0,-0,+0,235962,247580,277945,297776,308165.0,308838.0,+0,+0,-0,+0,173464,+0,+0,-0,+0,173464,+0,+0,-0,+23,173487,,,,,,+0,+0,-0,-228,173259
108,2025-06-19,7.85,7.75,4.75,0.01,0.53506,103.3,173464,173464,+0,+0,-0,+0,188486,224702,234316,238077,238825.0,237125.0,+0,+0,-0,+0,173464,+0,+0,-0,+0,173464,+0,+0,-0,+0,173464,,,,,,+0,+0,-0,-205,173259
109,2025-06-18,7.85,7.75,4.75,0.01,0.5403,103.1,173483,173464,+0,-18,-0,+0,196130,246316,283935,291789,285473.0,288655.0,+0,+0,-0,+0,173464,+0,+0,-0,+0,173464,+0,+0,-0,+0,173464,,,,,,+0,+0,-0,-205,173259
110,2025-06-17,7.85,7.75,4.75,0.02,0.52452,103.0,173483,173483,+0,+0,-0,+0,229761,248608,273103,284093,288818.0,290196.0,+0,+0,-0,-18,173464,+0,+0,-0,+0,173464,+0,+0,-0,+0,173464,,,,,,+0,+0,-0,-205,173259
111,2025-06-16,7.85,7.75,4.75,0.01,0.53952,102.9,173483,173483,+0,+0,-0,+0,226502,280095,294052,297019,307950.0,309180.0,+0,+0,-0,+0,173483,+0,+0,-0,-8,173474,+0,+0,-0,+0,173474,+0,+0,-0,+0,173474.0,+0,+0,-0,-215,173259
112,2025-06-13,7.85,7.75,4.75,0.01,0.5981,103.0,173483,173483,+0,+0,-0,+0,198624,246378,295736,306028,306011.0,307367.0,+0,+0,-0,+0,173483,+0,+0,-0,+0,173483,+0,+0,-0,-8,173474,,,,,,+0,+0,-0,-215,173259
113,2025-06-12,7.85,7.75,4.75,0.01,0.63185,103.0,173483,173483,+0,+0,-0,+0,200154,250402,307301,316368,326015.0,327525.0,+0,+0,-0,+0,173483,+0,+0,-0,+0,173483,+0,+0,-0,+0,173483,,,,,,+0,+0,-0,-223,173259
114,2025-06-11,7.85,7.75,4.75,0.01,0.62119,103.2,173519,173483,+0,-37,-0,+0,198640,241769,254089,294902,303272.0,313658.0,+0,+0,-0,+0,173483,+0,+0,-0,+0,173483,+0,+0,-0,+0,173483,,,,,,+0,+0,-0,-223,173259
115,2025-06-10,7.85,7.75,4.75,0.02,0.54524,103.2,173539,173519,+0,+0,-20,+0,200297,249261,261004,283442,286860.0,285207.0,+0,+0,-0,-37,173483,+0,+0,-0,+0,173483,+0,+0,-0,+0,173483,,,,,,+0,+0,-0,-223,173259
116,2025-06-09,7.85,7.75,4.75,0.01,0.55982,103.1,173519,173539,+0,+0,-0,+20,199646,239577,257452,290785,299507.0,301395.0,+0,+0,-20,+0,173519,+0,+0,-0,-17,173502,+0,+0,-0,+0,173502,,,,,,+0,+0,-0,-243,173259
117,2025-06-06,7.85,7.75,4.75,0.01,0.63952,103.2,173519,173519,+0,+0,-0,+0,234605,253955,272311,291659,297690.0,298400.0,+0,+0,-0,+0,173519,+0,+0,-0,+0,173519,+0,+0,-0,-17,173502,,,,,,+0,+0,-0,-243,173259
118,2025-06-05,7.85,7.75,4.75,0.01,0.7,103.2,173519,173519,+0,+0,-0,+0,202234,252159,264529,284887,250958.0,290382.0,+0,+0,-0,+0,173519,+0,+0,-0,+0,173519,+0,+0,-0,+0,173519,,,,,,+0,+0,-0,-260,173259
119,2025-06-04,7.85,7.75,4.75,0.01,0.76952,103.4,176446,173519,+0,+86,-3012,+0,245205,257640,267132,289301,295910.0,324220.0,+0,+0,-0,+0,173519,+0,+0,-0,+0,173519,+0,+0,-0,+0,173519,,,,,,+0,+0,-0,-260,173259
120,2025-06-03,7.85,7.75,4.75,0.02,0.87423,103.4,173434,176446,+0,+0,-0,+3012,207715,250688,276128,292153,294350.0,300619.0,+0,+0,-3012,+86,173519,+0,+0,-0,+0,173519,+0,+0,-0,+0,173519,,,,,,+0,+0,-0,-260,173259
121,2025-06-02,7.85,7.75,4.75,0.02,0.88893,103.5,173434,173434,+0,+0,-0,+0,211914,255078,264354,272409,281145.0,283141.0,+0,+0,-0,+0,173434,+0,+0,-0,+47,173480,+0,+0,-0,+0,173480,,,,,,+0,+0,-0,-221,173259
122,2025-05-30,7.85,7.75,4.75,0.02,0.58762,103.4,173434,173434,+0,+0,-0,+0,236701,251401,276352,285625,289963.0,291001.0,+0,+0,-0,+0,173434,+0,+0,-0,+0,173434,+0,+0,-0,+47,173480,,,,,,+0,+0,-0,-221,173259
123,2025-05-29,7.85,7.75,4.75,0.02,0.58857,103.6,173434,173434,+0,+0,-0,+0,247787,256638,284399,291019,299710.0,303869.0,+0,+0,-0,+0,173434,+0,+0,-0,+0,173434,+0,+0,-0,+0,173434,,,,,,+0,+0,-0,-174,173259
124,2025-05-28,7.85,7.75,4.75,0.02,0.59589,103.6,173658,173434,+0,-224,-0,+0,199345,241403,267478,284326,294509.0,299149.0,+0,+0,-0,+0,173434,+0,+0,-0,+0,173434,+0,+0,-0,+0,173434,,,,,,+0,+0,-0,-174,173259
125,2025-05-27,7.85,7.75,4.75,0.01,0.60119,103.4,173652,173658,+0,+6,-0,+0,237051,243324,249619,287202,296024.0,297522.0,+0,+0,-0,-224,173434,+0,+0,-0,+0,173434,+0,+0,-0,+0,173434,,,,,,+0,+0,-0,-174,173259
126,2025-05-26,7.85,7.75,4.75,0.01,0.56917,103.4,173615,173652,+0,+37,-0,+0,191905,229773,231193,232258,237720.0,237851.0,+0,+0,-0,+6,173658,+0,+0,-0,-201,173457,+0,+0,-0,+0,173457,,,,,,+0,+0,-0,-197,173259
127,2025-05-23,7.85,7.75,4.75,0.02,0.58964,103.9,174089,173615,+0,+22,-496,+0,197720,243978,257402,273072,283009.0,285864.0,+0,+0,-0,+37,173652,+0,+0,-0,+6,173658,+0,+0,-0,-201,173457,,,,,,+0,+0,-0,-197,173259
128,2025-05-22,7.85,7.75,4.75,0.02,0.66613,104.0,173565,174089,+0,+29,-0,+496,232455,238092,266757,279124,289695.0,291160.0,+0,+0,-496,+22,173615,+0,+0,-0,+45,173661,+0,+0,-0,+6,173666,,,,,,+0,+0,-0,-407,173259
129,2025-05-21,7.85,7.75,4.75,0.02,0.7578,104.1,173632,173565,+0,-67,-0,+0,200770,261806,270595,288797,301762.0,303175.0,+0,+0,-0,+29,173593,+0,+0,-0,+22,173615,+0,+0,-0,+45,173661,+0,+0,-0,+6,173666.0,+0,+0,-0,-407,173259
130,2025-05-20,7.85,7.75,4.75,0.02,0.96036,104.4,173630,173632,+0,+2,-0,+0,231794,245154,251786,269564,285417.0,288435.0,+0,+0,-0,-67,173565,+0,+0,-0,+29,173593,+0,+0,-0,+22,173615,,,,,,+0,+0,-0,-356,173259
131,2025-05-19,7.85,7.75,4.75,0.03,1.19048,104.5,173630,173630,+0,+0,-0,+0,234344,246239,268454,276708,282342.0,284192.0,+0,+0,-0,+2,173632,+0,+0,-0,-35,173597,+0,+0,-0,+29,173625,,,,,,+0,+0,-0,-366,173259
132,2025-05-16,7.85,7.75,4.75,0.04,1.29798,104.4,173630,173630,+0,+0,-0,+0,234473,239507,267775,276144,286210.0,288979.0,+0,+0,-0,+0,173630,+0,+0,-0,+2,173632,+0,+0,-0,-35,173597,,,,,,+0,+0,-0,-337,173259
133,2025-05-15,7.85,7.75,4.75,0.03,1.35083,104.6,173630,173630,+0,+0,-0,+0,198147,239045,265991,272209,275348.0,279062.0,+0,+0,-0,+0,173630,+0,+0,-0,+0,173630,+0,+0,-0,+2,173632,,,,,,+0,+0,-0,-373,173259
134,2025-05-14,7.85,7.75,4.75,0.02,1.32976,104.8,174100,173630,+0,-470,-0,+0,196955,235775,279073,293209,303580.0,309375.0,+0,+0,-0,+0,173630,+0,+0,-0,+0,173630,+0,+0,-0,+0,173630,,,,,,+0,+0,-0,-370,173259
135,2025-05-13,7.85,7.75,4.75,0.03,1.56595,104.8,174100,174100,+0,+0,-0,+0,195394,236776,262896,273266,284139.0,288378.0,+0,+0,-0,-470,173630,+0,+0,-0,+0,173630,+0,+0,-0,+0,173630,,,,,,+0,+0,-0,-370,173259
136,2025-05-12,7.85,7.75,4.75,0.03,1.92321,104.9,174100,174100,+0,+0,-0,+0,200511,252182,305970,325193,330531.0,340563.0,+0,+0,-0,+0,174100,+0,+0,-0,-333,173767,+0,+0,-0,+0,173767,,,,,,+0,+0,-0,-507,173259
137,2025-05-09,7.85,7.75,4.75,0.03,1.93655,105.3,174100,174100,+0,+0,-0,+0,238404,255641,286185,295127,312609.0,309304.0,+0,+0,-0,+0,174100,+0,+0,-0,+0,174100,+0,+0,-0,-333,173767,,,,,,+0,+0,-0,-507,173259
138,2025-05-08,7.85,7.75,4.75,0.2,2.09452,105.2,161313,174100,+12788,+0,-0,+0,182448,251302,284666,293152,313702.0,318114.0,+0,+0,-0,+0,174100,+0,+0,-0,+0,174100,+0,+0,-0,+0,174100,,,,,,+0,+0,-0,-841,173259
139,2025-05-07,7.85,7.75,4.75,2.15,3.08,105.1,44611,161313,+116614,+87,-0,+0,80971,125807,184956,209164,307638.0,335755.0,+12788,+0,-0,+0,174100,+0,+0,-0,+0,174100,+0,+0,-0,+0,174100,,,,,,+0,+0,-0,-841,173259
140,2025-05-06,7.85,7.75,4.75,3.36,3.65506,105.3,44611,44611,+0,+0,-0,+0,82418,131706,161041,173979,195804.0,204178.0,+116614,+0,-0,+87,161313,+12788,+0,-0,+0,174100,+0,+0,-0,+0,174100,,,,,,+0,+0,-0,-841,173259
141,2025-05-02,7.85,7.75,4.75,4.22,3.98363,105.7,45106,44611,+0,+0,-495,+0,79757,127394,152798,182223,196521.0,201995.0,+0,+0,-0,+0,44611,+116614,+0,-0,+158,161384,+0,+0,-0,+0,161384,,,,,,+0,+0,-0,-912,160472
142,2025-04-30,7.85,7.75,4.75,4.43,3.95333,105.8,44597,45106,+0,+65,-50,+495,84087,152425,194370,216592,222815.0,226253.0,+0,+0,-495,+0,44611,+0,+0,-0,+0,44611,+0,+0,-0,+158,44770,,,,,,+0,+0,-0,-912,43858
143,2025-04-29,7.85,7.75,4.75,4.16,4.06851,105.9,44547,44597,+0,+0,-0,+50,90026,154008,195347,204249,213763.0,216796.0,+0,+0,-50,+65,44611,+0,+0,-0,+0,44611,+0,+0,-0,+0,44611,,,,,,+0,+0,-0,-754,43858
144,2025-04-28,7.85,7.75,4.75,4.18,4.0131,106.3,44822,44547,+0,+0,-275,+0,84850,139185,178758,193699,224812.0,221384.0,+0,+0,-0,+0,44547,+0,+0,-0,+48,44595,+0,+0,-0,+0,44595,,,,,,+0,+0,-0,-737,43858
145,2025-04-25,7.85,7.75,4.75,3.98,3.82994,106.1,44547,44822,+0,+0,-0,+275,80354,138699,181840,190300,223447.0,229636.0,+0,+0,-275,+0,44547,+0,+0,-0,+0,44547,+0,+0,-0,+39,44585,,,,,,+0,+0,-0,-728,43858
146,2025-04-24,7.85,7.75,4.75,3.75,3.76208,106.2,44547,44547,+0,+0,-0,+0,85374,134610,168266,187846,208064.0,216286.0,+0,+0,-0,+0,44547,+0,+0,-0,+0,44547,+0,+0,-0,+0,44547,,,,,,+0,+0,-0,-689,43858
147,2025-04-23,7.85,7.75,4.75,3.5,3.7,106.1,44734,44547,+0,-127,-60,+0,88151,136767,162443,186730,200218.0,214229.0,+0,+0,-0,+0,44547,+0,+0,-0,+0,44547,+0,+0,-0,+0,44547,,,,,,+0,+0,-0,-689,43858
148,2025-04-22,7.85,7.75,4.75,3.3,3.60101,106.1,44674,44734,+0,+0,-0,+60,84135,122396,185920,212428,235367.0,238115.0,+0,+0,-60,-127,44547,+0,+0,-0,+0,44547,+0,+0,-0,+0,44547,,,,,,+0,+0,-0,-689,43858
149,2025-04-17,7.85,7.75,4.75,3.21,3.58212,106.2,44674,44674,+0,+0,-0,+0,80060,154527,184500,194245,209268.0,208343.0,+0,+0,-0,+0,44674,+0,+0,-0,-136,44538,+0,+0,-0,+0,44538,,,,,,+0,+0,-0,-680,43858
150,2025-04-16,7.85,7.75,4.75,3.05,3.58381,106.4,44783,44674,+0,-109,-0,+0,75648,139784,165345,188632,213600.0,218939.0,+0,+0,-0,+0,44674,+0,+0,-0,+0,44674,+0,+0,-0,-136,44538,,,,,,+0,+0,-0,-680,43858
151,2025-04-15,7.85,7.75,4.75,2.98,3.6128,106.4,44783,44783,+0,+0,-0,+0,83193,138994,168747,187979,200235.0,204537.0,+0,+0,-0,-109,44674,+0,+0,-0,+0,44674,+0,+0,-0,+0,44674,,,,,,+0,+0,-0,-816,43858
152,2025-04-14,7.85,7.75,4.75,3.1,3.65119,106.2,45476,44783,+0,+0,-693,+0,82736,139730,175200,201347,212952.0,214624.0,+0,+0,-0,+0,44783,+0,+0,-0,-120,44662,+0,+0,-0,+0,44662,,,,,,+0,+0,-0,-805,43858
153,2025-04-11,7.85,7.75,4.75,3.07,3.52917,106.7,44783,45476,+0,+0,-0,+693,74937,133044,161595,179797,198803.0,206625.0,+0,+0,-693,+0,44783,+0,+0,-0,+0,44783,+0,+0,-0,-145,44637,,,,,,+0,+0,-0,-780,43858
154,2025-04-10,7.85,7.75,4.75,3.08,3.51137,107.3,44783,44783,+0,+0,-0,+0,77218,139950,166196,178738,207721.0,213310.0,+0,+0,-0,+0,44783,+0,+0,-0,+0,44783,+0,+0,-0,+0,44783,,,,,,+0,+0,-0,-925,43858
155,2025-04-09,7.85,7.75,4.75,3.0,3.5,107.6,44709,44783,+0,+94,-20,+0,88759,139119,184910,197990,207859.0,209668.0,+0,+0,-0,+0,44783,+0,+0,-0,+0,44783,+0,+0,-0,+0,44783,,,,,,+0,+0,-0,-925,43858
156,2025-04-08,7.85,7.75,4.75,2.96,3.51179,107.3,44689,44709,+0,+0,-0,+20,75040,148492,173361,193106,217038.0,223931.0,+0,+0,-20,+94,44783,+0,+0,-0,+0,44783,+0,+0,-0,+0,44783,,,,,,+0,+0,-0,-925,43858
157,2025-04-07,7.85,7.75,4.75,2.99,3.45554,106.9,44689,44689,+0,+0,-0,+0,73823,134419,182963,204423,222149.0,228716.0,+0,+0,-0,+0,44689,+0,+0,-0,+85,44774,+0,+0,-0,+0,44774,,,,,,+0,+0,-0,-916,43858
158,2025-04-03,7.85,7.75,4.75,2.87,3.43667,106.7,44694,44689,+0,+0,-5,+0,89215,150415,201571,207481,224349.0,226666.0,+0,+0,-0,+0,44689,+0,+0,-0,+0,44689,+0,+0,-0,+85,44774,,,,,,+0,+0,-0,-916,43858
159,2025-04-02,7.85,7.75,4.75,2.8,3.4872,106.7,44621,44694,+0,+68,-0,+5,73925,139918,189798,202347,217973.0,224451.0,+0,+0,-5,+0,44689,+0,+0,-0,+0,44689,+0,+0,-0,+0,44689,,,,,,+0,+0,-0,-831,43858
160,2025-04-01,7.85,7.75,4.75,2.82,3.6256,106.7,44621,44621,+0,+0,-0,+0,97531,152964,168111,183446,198908.0,203526.0,+0,+0,-0,+68,44689,+0,+0,-0,+0,44689,+0,+0,-0,+0,44689,,,,,,+0,+0,-0,-831,43858
161,2025-03-31,7.85,7.75,4.75,3.73,3.7275,106.5,44621,44621,+0,+0,-0,+0,89479,149407,185968,201436,219045.0,222713.0,+0,+0,-0,+0,44621,+0,+0,-0,+80,44700,+0,+0,-0,+0,44700,,,,,,+0,+0,-0,-843,43858
162,2025-03-28,7.85,7.75,4.75,2.85,3.73661,106.7,44621,44621,+0,+0,-0,+0,89805,151150,191962,210720,226390.0,227248.0,+0,+0,-0,+0,44621,+0,+0,-0,+0,44621,+0,+0,-0,+80,44700,,,,,,+0,+0,-0,-843,43858
163,2025-03-27,7.85,7.75,4.75,2.7,3.77441,106.7,45540,44621,+0,+0,-919,+0,92740,150179,184676,202742,213052.0,212309.0,+0,+0,-0,+0,44621,+0,+0,-0,+0,44621,+0,+0,-0,+0,44621,,,,,,+0,+0,-0,-763,43858
164,2025-03-26,7.85,7.75,4.75,2.67,3.8,106.7,44595,45540,+0,+26,-0,+919,90281,149040,184956,207483,220870.0,223316.0,+0,+0,-919,+0,44621,+0,+0,-0,+0,44621,+0,+0,-0,+0,44621,,,,,,+0,+0,-0,-763,43858
165,2025-03-25,7.85,7.75,4.75,2.7,3.8,106.7,44595,44595,+0,+0,-0,+0,79162,136087,158123,175990,207396.0,218100.0,+0,+0,-0,+26,44621,+0,+0,-0,+0,44621,+0,+0,-0,+0,44621,,,,,,+0,+0,-0,-763,43858
166,2025-03-24,7.85,7.75,4.75,2.75,3.8122,106.6,44595,44595,+0,+0,-0,+0,59709,110754,172946,184483,221051.0,234086.0,+0,+0,-0,+0,44595,+0,+0,-0,+25,44620,+0,+0,-0,+0,44620,,,,,,+0,+0,-0,-762,43858
167,2025-03-21,7.85,7.75,4.75,2.89,3.82988,106.5,44595,44595,+0,+0,-0,+0,86471,130730,161710,192558,197725.0,206583.0,+0,+0,-0,+0,44595,+0,+0,-0,+0,44595,+0,+0,-0,+25,44620,,,,,,+0,+0,-0,-762,43858
168,2025-03-20,7.85,7.75,4.75,2.77,3.8128,106.3,44595,44595,+0,+0,-0,+0,86045,138756,181644,195367,226449.0,226148.0,+0,+0,-0,+0,44595,+0,+0,-0,+0,44595,+0,+0,-0,+0,44595,,,,,,+0,+0,-0,-737,43858
169,2025-03-19,7.85,7.75,4.75,2.62,3.8,106.3,44720,44595,+0,-125,-0,+0,73220,127942,169559,196305,223271.0,222967.0,+0,+0,-0,+0,44595,+0,+0,-0,+0,44595,+0,+0,-0,+0,44595,,,,,,+0,+0,-0,-737,43858
170,2025-03-18,7.85,7.75,4.75,2.67,3.78315,106.3,46720,44720,+0,+0,-2000,+0,77197,127755,178970,195355,229573.0,230876.0,+0,+0,-0,-125,44595,+0,+0,-0,+0,44595,+0,+0,-0,+0,44595,,,,,,+0,+0,-0,-737,43858
171,2025-03-17,7.85,7.75,4.75,2.54,3.75143,106.4,44720,46720,+0,+0,-0,+2000,80092,123790,172353,185075,224218.0,226106.0,+0,+0,-2000,+0,44720,+0,+0,-0,-128,44591,+0,+0,-0,+0,44591,,,,,,+0,+0,-0,-734,43858
172,2025-03-14,7.85,7.75,4.75,2.5,3.75143,106.4,44720,44720,+0,+0,-0,+0,86520,142316,175380,197424,210966.0,226700.0,+0,+0,-0,+0,44720,+0,+0,-0,+0,44720,+0,+0,-0,-128,44591,,,,,,+0,+0,-0,-734,43858
173,2025-03-13,7.85,7.75,4.75,2.65,3.8,106.3,44720,44720,+0,+0,-0,+0,76843,130821,172084,189855,210875.0,216947.0,+0,+0,-0,+0,44720,+0,+0,-0,+0,44720,+0,+0,-0,+0,44720,,,,,,+0,+0,-0,-862,43858
174,2025-03-12,7.85,7.75,4.75,3.15,3.83792,106.4,44658,44720,+0,+62,-0,+0,81075,126058,183517,196509,215355.0,220830.0,+0,+0,-0,+0,44720,+0,+0,-0,+0,44720,+0,+0,-0,+0,44720,,,,,,+0,+0,-0,-862,43858
175,2025-03-11,7.85,7.75,4.75,3.74,3.9128,106.4,44658,44658,+0,+0,-0,+0,89130,164205,189701,209588,245374.0,252521.0,+0,+0,-0,+62,44720,+0,+0,-0,+0,44720,+0,+0,-0,+0,44720,,,,,,+0,+0,-0,-862,43858
176,2025-03-10,7.85,7.75,4.75,3.12,3.8,106.5,44658,44658,+0,+0,-0,+0,76656,136629,184399,218546,242899.0,249879.0,+0,+0,-0,+0,44658,+0,+0,-0,+52,44709,+0,+0,-0,+0,44709,,,,,,+0,+0,-0,-852,43858
177,2025-03-07,7.85,7.75,4.75,2.67,3.79714,106.4,44658,44658,+0,+0,-0,+0,74484,132137,195439,221350,236396.0,240396.0,+0,+0,-0,+0,44658,+0,+0,-0,+0,44658,+0,+0,-0,+52,44709,,,,,,+0,+0,-0,-852,43858
178,2025-03-06,7.85,7.75,4.75,2.68,3.84149,106.4,44658,44658,+0,+0,-0,+0,79323,120733,173936,201790,227305.0,231393.0,+0,+0,-0,+0,44658,+0,+0,-0,+0,44658,+0,+0,-0,+0,44658,,,,,,+0,+0,-0,-800,43858
179,2025-03-05,7.85,7.75,4.75,2.88,3.85518,106.8,46668,44658,+0,-42,-1968,+0,84297,128807,185084,213853,234347.0,233087.0,+0,+0,-0,+0,44658,+0,+0,-0,+0,44658,+0,+0,-0,+0,44658,,,,,,+0,+0,-0,-800,43858
180,2025-03-04,7.85,7.75,4.75,2.95,3.87155,107.1,44700,46668,+0,+0,-0,+1968,75032,118729,153748,202406,213667.0,221849.0,+0,+0,-1968,-42,44658,+0,+0,-0,+0,44658,+0,+0,-0,+0,44658,,,,,,+0,+0,-0,-800,43858
181,2025-03-03,7.85,7.75,4.75,3.0,3.87226,107.3,44700,44700,+0,+0,-0,+0,89466,99883,181087,201722,221378.0,230314.0,+0,+0,-0,+0,44700,+0,+0,-0,-33,44666,+0,+0,-0,+0,44666,,,,,,+0,+0,-0,-809,43858
182,2025-02-28,7.85,7.75,4.75,3.7,3.96018,107.3,44690,44700,+0,+10,-0,+0,93063,145854,196862,204697,226949.0,238954.0,+0,+0,-0,+0,44700,+0,+0,-0,+0,44700,+0,+0,-0,-33,44666,,,,,,+0,+0,-0,-809,43858
183,2025-02-27,7.85,7.75,4.75,3.02,3.98155,106.9,44674,44690,+0,+16,-0,+0,88188,113737,186967,210681,225825.0,233151.0,+0,+0,-0,+10,44700,+0,+0,-0,+0,44700,+0,+0,-0,+0,44700,,,,,,+0,+0,-0,-842,43858
184,2025-02-26,7.85,7.75,4.75,3.41,3.99714,106.8,44762,44674,+0,-88,-0,+0,79090,127400,172249,183607,219620.0,219096.0,+0,+0,-0,+16,44690,+0,+0,-0,+10,44700,+0,+0,-0,+0,44700,,,,,,+0,+0,-0,-842,43858
185,2025-02-25,7.85,7.75,4.75,2.8,3.93827,106.7,44751,44762,+0,+11,-0,+0,72107,129685,167500,195077,221940.0,224078.0,+0,+0,-0,-88,44674,+0,+0,-0,+16,44690,+0,+0,-0,+10,44700,,,,,,+0,+0,-0,-842,43858
186,2025-02-24,7.85,7.75,4.75,3.06,4.06018,106.6,44651,44751,+0,+99,-0,+0,88309,133104,184307,205982,207190.0,220907.0,+0,+0,-0,+11,44762,+0,+0,-0,-91,44671,+0,+0,-0,+16,44687,,,,,,+0,+0,-0,-830,43858
187,2025-02-21,7.85,7.75,4.75,3.38,4.05946,106.7,44631,44651,+0,+20,-0,+0,77634,148571,176307,198027,220290.0,222673.0,+0,+0,-0,+99,44751,+0,+0,-0,+11,44762,+0,+0,-0,-91,44671,,,,,,+0,+0,-0,-814,43858
